암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,미사라엠산부인과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 4층 406호 (망월동)",산부인과,2021-10-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,미사린산부인과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로34번길 66, 플레이스이안 3, 4층 (풍산동)",산부인과,2020-03-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,미사린소아청소년과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로34번길 66, 플레이스이안 2층 205~207호 (풍산동)",소아청소년과,2020-04-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,미사바른재활의학과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 70, 더 오페라 5층 503~507호 (망월동)",재활의학과,2019-10-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,미사봄내과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 79, 미사역타워 602,603호 (망월동)",내과,2018-05-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,미사브레인신경과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 79, 미사역타워 3층 301~302호 (망월동)",신경과,2022-03-14
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,미사성모안과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 220, 501호502호 (망월동)",안과,2016-09-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미사센텀의원,의원,경기도,하남시,"경기도 하남시 조정대로 45, 미사센텀비즈 2층 알214~215호 (풍산동)",일반의,2022-12-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,미사아산내과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 212, 504호 (망월동)",내과,2016-09-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,미사연세이비인후과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 73, 508호~512호 (망월동, 미사강변노블레스)",이비인후과,2017-09-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,미사연세정형외과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로84번길 21, 남송타워 3층 301~304호 (망월동)",정형외과,2022-06-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,미사온정신건강의학과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 81, 미사역 큐브앤 타워 5층 501호 (망월동)",정신건강의학과,2021-08-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,미사원탑신경외과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로226번길 26, 미사원프라자 2층 204~206호 (망월동)",신경외과,2016-09-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,미사위대항의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 74, 일옹미사타워 4~5층 (망월동)",일반의,2021-11-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,미사이남희W산부인과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 208, 우승프라자 5층 506호 (망월동)",산부인과,2019-10-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,미사정형외과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 222, 6층7층 (망월동)",정형외과,2016-10-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,미사좋은날에산부인과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 79, 미사역타워 2층 201,202,203호 (망월동)",산부인과,2021-08-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,미사좋은하루정형외과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 7층 701~705호 (망월동)",정형외과,2022-11-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,미사중앙정신건강의학과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 220, 한강트윈프라자1 6층 603호 (망월동)",정신건강의학과,2023-05-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,미사진내과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로54번길 75, 홍우프라자 401~407호 (풍산동)",내과,2018-11-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,미사치유외과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 8층 801~805호 (망월동)",외과,2021-10-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,미사탑재활의학과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로 81, 미사역 큐브앤 타워 7~8층 (망월동)",재활의학과,2020-06-01
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,미사튼튼병원,병원,경기도,하남시,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 7~8층 (망월동)",일반의,2017-11-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,미사피부과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 220, 503호, 504호 (망월동, 한강트윈프라자1)",피부과,2017-02-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,미사한내과의원,의원,경기도,하남시,"경기도 하남시 미사강변남로 45, 골든브릿지 3층 301~302호 (망월동)",내과,2019-12-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,미샤인의원,의원,경기도,하남시,"경기도 하남시 미사강변중앙로198번길 35, 우성르보아리버 3층 307~309호 (망월동)",일반의,2021-04-08
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,미성형외과의원,의원,경기도,평택시,경기도 평택시 평택로32번길 10 (평택동),성형외과,2003-02-08
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,미세성형외과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 권광로 191, 2층 (인계동)",성형외과,2025-07-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,미소가인 피부과의원,의원,경기도,광명시,"경기도 광명시 광명로 906, 4층 (광명동, 현대아이타워)",피부과,2011-11-14
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,미소가인피부과의원,의원,경기도,김포시,"경기도 김포시 사우중로 51, 메가라인 3층 303,304호 (사우동)",피부과,2009-04-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미소가인피부과의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 중앙로 1190, 301~304호 (마두동, 서울타워)",피부과,2012-02-21
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,미소가인피부과의원,의원,경기도,남양주시,"경기도 남양주시 별내2로 64, 502,503호 (별내동, 쎈타프라자)",피부과,2014-05-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,미소가정의원,의원,경기도,부천시 원미구,경기도 부천시 원미구 상이로 43 (상동),일반의,2003-02-14
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,미소내과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 923-10 (매산로1가, 비젼포에버 301호 )",내과,2003-04-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,미소드림의원,의원,경기도,파주시,"경기도 파주시 중앙로 331, 2층,5층 (금촌동)",일반의,2007-01-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,미소드림의원,의원,경기도,평택시,"경기도 평택시 세교공원로 66, 상가1동 201호 (세교동, 부영아파트)",일반의,2017-08-16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,미소드림의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 산성대로 352, 6층 (중앙동)",일반의,2006-09-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,미소드림정신과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 923-10 (매산로1가,204호)",정신건강의학과,2010-09-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,미소랑의원,의원,경기도,의정부시,"경기도 의정부시 외미로 95, 404,405호 (호원동, 하나프라자)",일반의,1997-05-21
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,미소래병원,병원,경기도,파주시,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)",일반의,2012-03-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,미소마취통증의학과의원,의원,경기도,의왕시,"경기도 의왕시 부곡중앙로 22, 3층 (삼동)",마취통증의학과,2019-12-31
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,미소마취통증의학과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 봉영로 1569, NEW WORLD PLAZA 203,204,207호 (영통동)",마취통증의학과,2020-11-12
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz,미소아과의원,의원,경기도,평택시,"경기도 평택시 이충로35번길 20-9, 302,303호 (이충동, 센타프라자)",소아청소년과,2006-10-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,미소아이안과,의원,경기도,시흥시,"경기도 시흥시 장현장곡로 2, 5층 (장곡동)",안과,2022-03-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,미소아청소년과의원,의원,경기도,파주시,"경기도 파주시 가람로116번길 57, 중앙타워 301호 일부호호 (와동동)",소아청소년과,2016-02-19
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,미소안과의원,의원,경기도,부천시 오정구,경기도 부천시 오정구 역곡로 470 (고강동),안과,2003-10-16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,미소안과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 지축로 56, 성산타워 601호~606호 (지축동)",안과,2022-10-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,미소앤의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로 168, 미도프라자 6층 601호 (금곡동)",일반의,2020-07-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,미소연의원,의원,경기도,안성시,"경기도 안성시 공도읍 서동대로 4061, 2층",일반의,2025-02-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미소의원,의원,경기도,시흥시,경기도 시흥시 복지로 55 (대야동),일반의,2011-07-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미소이비인후과의원,의원,경기도,김포시,"경기도 김포시 김포대로 851, 301호 (사우동, 제일메디컬센터빌딩)",이비인후과,2007-08-31
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,미소이비인후과의원,의원,경기도,군포시,"경기도 군포시 광정로 25-57, 205호 (금정동, 율곡아파트 중심상가)",이비인후과,2008-01-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,미소정신건강의학과의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 중앙로 1565, 503호 (대화동, 메드위즈빌딩)",정신건강의학과,2005-10-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,미소준내과의원,의원,경기도,하남시,"경기도 하남시 미사강변중앙로 220, 우성미사타워 301호 (망월동)",내과,2018-06-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,미소지앤의원,의원,경기도,군포시,"경기도 군포시 산본로323번길 16-26, 4층 (산본동)",일반의,2005-09-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미소진정신건강의학과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 흥안대로 511, 5층 (관양동)",정신건강의학과,2021-09-10
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,미소진정신과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 87, 202호 (상동, 에이플러스)",정신건강의학과,2003-01-20
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,미소탑의원,의원,경기도,구리시,"경기도 구리시 안골로 110, 3층 (수택동, 현민빌딩)",일반의,2003-04-18
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz,미스 미즈 산부인과의원,의원,경기도,수원시 팔달구,경기도 수원시 팔달구 덕영대로 923-10 (매산로1가),산부인과,2003-12-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,미시간피부과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 신봉2로 3, 홍천말프라자 201호 (신봉동)",피부과,2007-09-20
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,미아뜨의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 산성대로 223, 일문파이낸스빌딩 7층 (신흥동)",일반의,2001-05-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,미아뜨의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 풍덕천로 114, 4층 (풍덕천동, 강동빌딩)",일반의,2008-06-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,미애로여성의원,의원,경기도,부천시 소사구,경기도 부천시 소사구 경인로 238-7 (심곡본동),일반의,1999-01-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,미애로여성의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 중앙로 560, 301호 (행신동, 화성골드프라자)",일반의,2009-08-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,미애로의원,의원,경기도,남양주시,"경기도 남양주시 늘을2로 26, 메인시네마타워 503호 (호평동)",일반의,2009-10-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,미앤느여성의원,의원,경기도,남양주시,"경기도 남양주시 와부읍 덕소로 93, 7층 (희빌딩)",일반의,2010-09-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,미앤미의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 매탄로 11, 305호 (권선동, 현대상가)",일반의,2001-04-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,미앤미의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 899 (매산로1가,303호, 304호)",일반의,2010-10-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,미앤미의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로360번길 21, 405호,406호 (서현동, 분당서현신영팰리스타워)",일반의,2015-11-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,미앤미의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 고잔1길 7, 3층 304호 (고잔동, 석탑프라자)",일반의,2015-04-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,미앤미의원,의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 정발산로 43-20, 8층 (장항동, 센트럴프라자)",일반의,2014-05-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,미앤미의원,의원,경기도,광명시,"경기도 광명시 철산로 36, 4층 (철산동, 알렉스타워)",일반의,2016-03-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,미앤미의원,의원,경기도,평택시,"경기도 평택시 중앙2로 13, 204호 (평택동)",일반의,2019-10-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,미앤미의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 171, 303,304호 (비산동, 금강벤처텔)",일반의,2010-03-11
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,미앤미의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 91, 501, 502호 (상동, 비잔티움 상동)",일반의,2007-11-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,미앤아이의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 광명로 5, 8층 801,802호 (성남동, 성남동메디칼센타)",일반의,2010-12-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,미앤아이의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 899, 2층 207호 (매산로1가, 세진브론즈빌)",일반의,2016-01-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,미앤유의원,의원,경기도,용인시 기흥구,경기도 용인시 기흥구 죽전로 49 (보정동),일반의,2006-03-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,미앤지의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 용구대로2394번길 2, 401,402호 (마북동)",일반의,2006-11-24
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,미앤클린의원,의원,경기도,평택시,"경기도 평택시 비전5로 20-30, 205,206호 (비전동)",일반의,2010-05-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,미앤필의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 금곡로102번길 48, 402호 (금곡동, 호매실주공프라자)",일반의,2016-07-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjODEjJDEjJDIjJDgz,미엔느의원,의원,경기도,화성시,"경기도 화성시 봉담읍 상리2길 55, 409~411호",일반의,2022-02-11
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,미엘의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 상동로 109, 상동프라자 607호 (상동)",일반의,2013-04-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,미엘피부과의원,의원,경기도,광명시,"경기도 광명시 범안로 1047, 6층 (하안동, 우덕빌딩)",피부과,2011-04-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,미엘피부과의원,의원,경기도,김포시,"경기도 김포시 김포한강9로 73, 5층 504,505호 (구래동, 김포센트럴프라자)",피부과,2017-04-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,미엘피부과의원,의원,경기도,하남시,"경기도 하남시 미사강변대로 228, 메디프라자 502호,503호,601호 (망월동)",피부과,2017-04-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,미엘피부과의원,의원,경기도,화성시,"경기도 화성시 수노을중앙로 136, 401~403호 (새솔동)",피부과,2021-04-14
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,미엘피부과의원,의원,경기도,시흥시,"경기도 시흥시 장현장곡로 2, 메디프라자 7층 704~705호 (장곡동)",피부과,2022-04-14
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,미올린의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 693, 풍성프라자 201~202, 204호 (화서동)",일반의,2020-08-21
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,미올린의원,의원,경기도,오산시,"경기도 오산시 내삼미로 83, 5층 502,503,504호 (수청동)",일반의,2022-04-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,미올린의원,의원,경기도,시흥시,"경기도 시흥시 장곡로37번길 16, 형제빌딩 2층 (장곡동)",일반의,2024-10-10
